,sent_type,university,sent_id,aligned_to,sentence,cs_word_id,preceding_zh,first_cs_word_zh,preceding_zh first_cs_word_zh,zh_deprel + word and governor ,eng_translation,preceding_eng,first_cs_word_eng,preceding_eng first_cs_word_eng,eng_deprel + word and governor ,,
1859,non-code-switch,PSU,2444,PSU_984,如果 可以 考虑 ， 请 发给 我 联系 方式 ， 谢谢 。,8,我,联系,我 联系,compound:nn 联系 方式,"If you can consider it, please send me your contact information, thank you.",your,contact,your contact,compound contact information,,
1861,non-code-switch,PSU,4015,PSU_989,服务 项目 类别 如下 ：,3,项目,类别,项目 类别,nsubj 类别 如下,The categories of services are as follows:,the,categories,the categories,nsubj categories are,,
1863,non-code-switch,PSU,7547,PSU_992,感觉 口语 会话 不行 ， 需要 加强 。,2,感觉,口语,感觉 口语,compound:nn 口语 会话,I feel that my spoken English is not good and needs to be strengthened.,my,spoken,my spoken,amod spoken English,,
1865,non-code-switch,PSU,4670,PSU_995,车况 非常 好 ， 高速 以及 村里 开 表现 都 非常 好 。,7,以及,村里,以及 村里,nsubj 村里 好,"The car condition is very good, the high speed and the village open performance is very good.",and,the village,and the village,compound village performance,,
1867,non-code-switch,PSU,6511,PSU_996,卫生间 浴室 是 不 用 与 别人 共用 的 ？,2,卫生间,浴室,卫生间 浴室,nsubj 浴室 用,The bathroom is not to be shared?,</s>,The bathroom,</s> The bathroom,nsubj bathroom is,,
1869,non-code-switch,PSU,8160,PSU_999,猫 床 也 是 一样 ， ， ， 刚 买 没有 收据 。,2,猫,床,猫 床,nsubj 床 一样,"The same goes for the cat bed, which you just bought without a receipt.",cat,bed,cat bed,obl goes bed,,
1871,non-code-switch,PSU,7719,PSU_1004,家具 齐全 ， 包括 一切 生活 的 用品 都 可以 留下 。,5,包括,一切,包括 一切,det 一切 生活,"Fully furnished, including all the necessities of life can be left behind.",including,all,including all,det:predet all necessities,,
1873,non-code-switch,PSU,7482,PSU_1014,美国 还 这么 土 ， 不用 无线 的 吗 ？,7,不用,无线,不用 无线,dobj 不用 无线,Is the US still so clueless as not to use wireless?,use,wireless,use wireless,obj use wireless,,
1875,non-code-switch,PSU,2361,PSU_1018,请 问 还在 出租 吗 ？,3,问,还在,问 还在,compound:nn 还 在,Is it still available?,it,still,it still,advmod still available,,
1877,non-code-switch,PSU,3668,PSU_1019,在 寒冷 的 冬天 ， 可以 毫无 顾虑 的 享受 暖气 ， 不用 忍受 零下 十几 度 的 寒冷 ；,11,享受,暖气,享受 暖气,dobj 享受 暖气,"In the cold winter, you can enjoy the heating without any concerns, do not have to endure the minus ten degrees of cold;",the,heating,the heating,obj enjoy heating,,
1879,non-code-switch,PSU,2139,PSU_1024,您 好 ， 搅拌机 还 有 吗,1,</s>,您,</s> 您,nsubj 您 好,Good morning. Do you still have the mixer,Do,you,Do you,nsubj you have,,
1881,non-code-switch,PSU,3676,PSU_1035,车况 非常 好,3,非常,好,非常 好,root 好 好,The car is in very good condition,very,good,very good,amod good condition,,
1883,non-code-switch,PSU,8076,PSU_1036,我 想 ， 应该 不 会 让 你 失望 。,9,你,失望,你 失望,ccomp 让 失望,I don't think you'll be disappointed.,be,disappointed,be disappointed,ccomp think disappointed,,
1885,non-code-switch,PSU,2427,PSU_1039,您 好 请问 房子 在 什么 地方 ？,4,请问,房子,请问 房子,dobj 请问 房子,"Excuse me, could you tell me where the house is?",the,house,the house,nsubj where house,,
1887,non-code-switch,PSU,3502,PSU_1040,具有 科研 及 实际 应用 能力 ， 并 意愿 致力于 现代 农业 的 发展 。,9,并,意愿,并 意愿,dobj 意愿 致力于,"With the ability of scientific research and practical application, and willing to devote to the development of modern agriculture.",willing,to,willing to,case to development,,
1889,non-code-switch,PSU,4600,PSU_1045,我 可以 去 你 家 拿 ~ ~,1,</s>,我,</s> 我,nsubj 我 拿,I can pick it up at your house,</s>,I,</s> I,nsubj I pick,,
1891,non-code-switch,PSU,4736,PSU_1051,这 是 小区 。,3,是,小区,是 小区,root  小区,This is the neighborhood.,the,neighborhood,the neighborhood,root neighborhood,,
1893,non-code-switch,PSU,5,PSU_1054,请 问 为什么 房屋 租赁 那里 不可以 选择,4,为什么,房屋,为什么 房屋,compound:nn 房屋 租赁,Please ask why housing rental is not available there,why,housing,why housing,amod housing rental,,
1895,non-code-switch,PSU,7722,PSU_1058,你 好 请问 电视 现在 还 有 嘛,1,</s>,你,</s> 你,nsubj 你 好,"Hello, is your TV still available",is,your,is your,nmod:poss your TV,,
1897,non-code-switch,PSU,1056,PSU_1061,十一月 中旬 一 次 通过 了 驾照 考试 。,7,了,驾照,了 驾照,compound:nn 驾照 考试,Passed the driving test first time in mid-November.,driving,test,driving test,obj Passed test,,
1899,non-code-switch,PSU,7938,PSU_1064,相信 楼 主 可以 的 。,2,相信,楼,相信 楼,compound:nn 楼 主,Believe that the building owner can.,building,owner,building owner,nsubj owner can,,
1901,non-code-switch,PSU,3770,PSU_1071,主要 就是 去 学校 通勤 用 ， 偶尔 出 长途 匹兹堡 费城 之类 的 。,12,匹兹堡,费城,匹兹堡 费城,compound:nn 费城 之类,"Mainly for school commutes, occasional long trips to Pittsburgh, Philadelphia, etc.",to ,Philadelphia,to  Philadelphia,list Pittsburgh Philadelphia,,
1903,non-code-switch,PSU,5709,PSU_1072,卧室 空间 很 大 ， 有 很多 可以 自由 装饰 支配 的 空间 ， 两 个 衣柜 。,13,卧室,空间,卧室 空间,dobj 有 空间,"Bedroom space is very large, there are a lot of free adornment can dominate the space, two wardrobes.",Bedroom,space,Bedroom space,nsubj space large,,
1905,non-code-switch,PSU,1995,PSU_1078,只 接受 短信 联系 。,3,接受,短信,接受 短信,compound:nn 短信 联系,Only text messages are accepted.,only,text,only text,compound text messages,,
1907,non-code-switch,PSU,1307,PSU_1082,交通 方便 ， 适合 无 车 一 族 ， 门口 就 是 公交 车站 。,13,是,公交,是 公交,compound:nn 公交 车站,"Convenient transportation, suitable for a family without a car, the door is the bus station.",the,bus,the bus,compound bus station,,
1909,non-code-switch,PSU,4936,PSU_1089,使用 三 个 月 左右 。,4,个,月,个 月,advmod:loc 使用 月,It will last for about three months.,three,months,three months,obl last months,,
1911,non-code-switch,PSU,3182,PSU_1093,课堂 笔记 也 可以 买卖 的 ， 好 的 笔记 价值 连城 。,8,，,好,， 好,amod 好 价值,"Classroom notes can be bought and sold, and good notes are worth a fortune.",and,good,and good,amod good notes,,
1913,non-code-switch,PSU,7378,PSU_1096,也 可 短信 联系 。,1,</s>,也,</s> 也,advmod 也 可,SMS can also be contacted.,can,also,can also,advmod also contacted,,
1915,non-code-switch,PSU,649,PSU_1097,可以 公用 厨具 或者 搭伙 一起 吃饭 。,5,或者,搭伙,或者 搭伙,nsubj 搭伙 吃饭,Share kitchenware or share meals together.,share,kitchenware,share kitchenware,obj Share kitchenware,,
1917,non-code-switch,PSU,2412,PSU_1098,国内 市值 最大 的 旅游 旅行 服务 公司 ！,3,市值,最大,市值 最大,amod 最大 旅行,Domestic market value of the largest travel travel service company!,of,the largest,of the largest,amod largest company,,
1919,non-code-switch,PSU,5772,PSU_1099,房间 是 私人 小区 ， 非常 安静 。,3,是,私人,是 私人,amod 私人 小区,The rooms are private quarters and very quiet.,are,private,are private,amod private quarters,,
1921,non-code-switch,PSU,2942,PSU_1100,租金 稍稍 多 一点 也 没有 事 。,7,没有,事,没有 事,dobj 没有 事,A little more rent wouldn't hurt.,a,little,a little,advmod little more,,
1923,non-code-switch,PSU,4128,PSU_1101,希望 找 一 名 爱惜 物品 ， 爱 清洁 卫生 ， 安静 的 女生 。,12,，,安静,， 安静,conj 爱惜 安静,"Hope to find a treasure articles, love clean health, quiet girl.","health,",quiet,"health, quiet",amod quiet girl,,
1925,non-code-switch,PSU,3772,PSU_1103,您 好 ， 车 卖 了 吗 ？,1,</s>,您,</s> 您,nsubj 您 好,Hello. Did you sell your car?,Did,you,Did you,nsubj you sell,,
1927,non-code-switch,PSU,385,PSU_1109,客厅 和 餐厅 也 是 家具 齐全 ， 所以 拎包 入住 即可 。,6,是,家具,是 家具,nsubj 家具 齐全,"The living room and dining room are also fully furnished, so check in with a bag.",fully,furnished,fully furnished,root furnished,,
1929,non-code-switch,PSU,4544,PSU_1112,小区 旁边 有 个 小 公园 可 散步 或 跑步 ；,5,个,小,个 小,amod 小 公园,There is a small park next to the community for walking or running.,a,small,a small,amod small park,,
1931,non-code-switch,PSU,3094,PSU_1113,小区 门口 就 是 公交 车站 ， 可以 坐 ve/v ， 五 分钟 到 学校 图书馆 。,15,到,学校,到 学校,compound:nn 分钟 到,There is a bus stop at the gate of the community. It takes five minutes to get to the school library by VE/V.,to,the school,to the school,compound school library,,
1933,non-code-switch,PSU,1321,PSU_1114,本人 为 第二 任 车主 ， 与 前任 车主 一样 很 注意 车 的 保养 ， 定期 换 机油 、 检修 ， 并 前后 置换 轮胎 等 ；,24,并,前后,并 前后,advmod 前后 置换,"I am the second owner, and the previous owners pay attention to the maintenance of the car, regular oil change, repair, and before and after the replacement of tires, etc.",before,and after,before and after,conj before after,,
1935,non-code-switch,PSU,450,PSU_1120,有 游泳池 ， 夏天 可以 游泳 ；,2,有,游泳池,有 游泳池,dobj 有 游泳池,"There is a swimming pool, you can swim in summer;",a,swimming pool,a swimming pool,compound swimming pool,,
1937,non-code-switch,PSU,5842,PSU_1121,请教 各位 ， 家人 来 探亲 ， 持 b1/b2 签证 ， 可否 考 驾照 ？,14,考,驾照,考 驾照,dobj ， 可否,"Consult everybody, the family comes to visit relatives, hold B1 / B2 visa, can test driving license?",driving,license,driving license,obj test license,,
1939,non-code-switch,PSU,1061,PSU_1122,耐心 ， 高效 ， 循循善诱 的 教学 方法 ， 让 你 收获 的 不仅 是 驾驶 经验 ， 更 是 体验 到 一 种 学习 方法 和 态度 的 力量 ！,10,，,让,， 让,nsubj 让 经验,"Patience, high efficiency, good at giving instructions, let you harvest not only the driving experience, but also experience the power of a learning method and attitude!","instructions,",let,"instructions, let",parataxis Patience let,,
1941,non-code-switch,PSU,129,PSU_1132,家具 齐全 ， 带 独立 卫浴 ， 带 阳台 ， 社区 环境 好 。,11,，,社区,， 社区,compound:nn 社区 环境,"Fully furnished, with independent bathroom, with a balcony, good community environment.",good,community,good community,compound community environment,,
1943,non-code-switch,PSU,7475,PSU_1134,公交 币 已 出 。,1,</s>,公交,</s> 公交,compound:nn 公交 币,The bus coin has been paid.,</s>,The bus,</s> The bus,compound bus coin,,
1945,non-code-switch,PSU,1436,PSU_1136,怎么 一直 在 新 老生 交流 ？,4,在,新,在 新,amod 新 老生,Why have you been communicating with the old and the new?,the,new,the new,conj old new,,
1947,non-code-switch,PSU,3610,PSU_1140,时间 比较 紧张 ， 楼 主 充满 十分 的 诚意 。,8,充满,十分,充满 十分,amod 十分 诚意,"Time is quite tight, the building Lord is full of very sincerity.",of,very,of very,amod very sincerity,,
1949,non-code-switch,PSU,1454,PSU_1141,平时 很 爱护 车 ， 所以 开 的 很 少 。,4,爱护,车,爱护 车,dobj 爱护 车,"Usually take good care of the car, so very little drive.",the,car,the car,obl take car,,
1951,non-code-switch,PSU,3932,PSU_1144,你 好 ， 请 问 还 需要 租房 吗 ?,1,</s>,你,</s> 你,nsubj 你 好,"Hello, do you still need to rent a room?",do,you,do you,nsubj you need,,
1953,non-code-switch,PSU,2426,PSU_1147,具体 重新 租房 的 地址 可 商议 。,5,的,地址,的 地址,nsubj 地址 商议,The specific address that rents a house afresh can negotiate.,specific,address,specific address,nsubj address negotiate,,
1955,non-code-switch,PSU,3804,PSU_1149,alxiwsjv_b2tgqhpyl5w80 kdxbnrfw 请 电话 或者 短信 联系 ： 814 .,7,短信,联系,短信 联系,root  或者,Alxiwsjv_b2tgqhpyl5w80 KDXBNRFW please call or text: 814.,please,contact,please contact,root contact,,
1957,non-code-switch,PSU,1932,PSU_1151,里面 都 有 什么 游戏 ？,5,什么,游戏,什么 游戏,dobj 有 游戏,What games are there?,What,games,What games,nsubj games there,,
1959,non-code-switch,PSU,1768,PSU_1152,质量 好 便宜,3,好,便宜,好 便宜,root 便宜 便宜,Good quality and cheap,and,cheap,and cheap,conj quality cheap,,
1961,non-code-switch,PSU,8127,PSU_1154,感谢 大家 的 关注 ！,4,的,关注,的 关注,dobj 感谢 关注,Thank you for your attention!,your,attention,your attention,obl Thank attention,,
1963,non-code-switch,PSU,81,PSU_1156,我的 房间 采光 很 好 ， 而且 有 一 个 很 大 的 卫生间 ， 家具 都 有 拎包 入住 。,14,的,卫生间,的 卫生间,dobj 而且 的,"My room is very light, and has a very large bathroom, furniture has a bag occupant.",large,bathroom,large bathroom,obj has bathroom,,
1965,non-code-switch,PSU,2256,PSU_1160,试 了 许久 都 传 不 上 图片 ， 可 联系 微 信 发 实物 图 。,3,了,许久,了 许久,nsubj 许久 上,"Try for a long time can not be transmitted on the picture, can contact WeChat to send physical pictures.",for,a long time,for a long time,amod long time,,
1967,non-code-switch,PSU,7767,PSU_1162,家里 有 两 台 打印机 ， 所以 出售 一 台 。,10,两,台,两 台,mark:clf 一 台,"We have two printers at home, so we're selling one.",two,printers,two printers,obj have printers,,
1969,non-code-switch,PSU,4928,PSU_1164,因为 都 是 男生 ， 所以 只 招 男生 ， 比较 方便 。,9,是,男生,是 男生,dobj 招 男生,"Because they're all male, so it's convenient to hire only male students.",all,male,all male,amod male students,,
1971,non-code-switch,PSU,3572,PSU_1165,可 实现 真正 的 拎包 入住 ！,3,实现,真正,实现 真正,amod 真正 拎包,Can achieve real carry bag check-in!,achieve,real,achieve real,amod real bag,,
1973,non-code-switch,PSU,5940,PSU_1166,三 个 卧室 ， 一 个 卫生间 浴室 。,7,个,卫生间,个 卫生间,root  卫生间,"Three bedrooms, one bathroom.",one,bathroom,one bathroom,appos bedrooms bathroom,,
1975,non-code-switch,PSU,6641,PSU_1169,物业 要 良心 （ 一 把 辛酸 泪 啊 ） ；,5,（,一,（ 一,nummod 一 泪,Property to conscience (a bitter tears ah);,( ,a,(  a,det a tears,,
1977,non-code-switch,PSU,5272,PSU_1170,定期 清洁 并 更换 床单 被罩 枕套 。,5,更换,床单,更换 床单,compound:nn 床单 枕套,"Clean and change sheets, covers and pillowcases regularly.",change,sheets,change sheets,obj Clean sheets,,
1979,non-code-switch,PSU,3499,PSU_1172,房子 已 出租 ， 勿 联系 ， 谢谢 关注,8,，,谢谢,， 谢谢,conj 出租 谢谢,"The house has been rented, do not contact, thank you for your attention",",",thank you,", thank you",parataxis contact thank,,
1981,non-code-switch,PSU,1304,PSU_1174,哎 妈 ， 紧张 的 没 发 联系 方式 。,4,，,紧张,， 紧张,nsubj 紧张 发,"Ah Ma, nervous did not send contact information.","Ma,",nervous,"Ma, nervous",nsubj nervous send,,
1983,non-code-switch,PSU,826,PSU_1176,本 屋 一 楼 餐厅 厨房 客厅 ， 家具 厨具 一 应 齐全 。,2,本,屋,本 屋,compound:nn 屋 厨房,"This house first floor dining room, kitchen and living room, furniture and kitchen utensils should be complete.",This,house,This house,nsubj house complete,,
