,file,type,conversation,speaker,filtered_transcript_2015,length_of_turn,direction_of_code_switches,first_cs_word,first_cs_word_eng_pos,word_length_eng,english_translation,english_wbw_translation,first_cs_word_zh,word_length_zh,first_cs_word_zh_pos,first_cs_word_eng_raw_freq,first_cs_word_zh_raw_freq,first_cs_word_eng_freq,first_cs_word_zh_freq,chinese_translation,chinese_wbw_translation,cs word en cv surprisal,cs word en wbw cv surprisal,cs word zh cv surprisal,cs word zh wbw cv surprisal
16196,NI15FBQ_0101,Interview,-1,15,"['为什么', '你', '要', '做', '一个', 'microphone', 'hogger', '你', '懂', '每个', '人', '都', '要', '有', '他', '的', '机会', 'in', 'the', 'spot', 'light', '懂不懂']",22,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",microphone,0,10,"why do you want to be a microphone hogger, you know that everyone has a chance to have a chance in the spot light",why do you make one microphone hogger you know that everyone has to have his opportunity in the spot light understand,麦克风,3,0,1094411,4335,18.311498504040657,22.562895026000323,麦克风hogger个你要一你你你每个人都要要他他的的的的的,为什么 你 要 做 一个 麦克风 霍格 你 懂 每个 人 都 要 有 他 的 机会 在 聚光灯 下 懂不懂,15.976889576706952,15.865658136377743,23.064688237082425,19.13340060114535
16198,UI17FAZ_0104,Interview,-1,17,"['它们', '的', '很', '它们', '的', '而且', '它们', '的', 'highway', '是', '很', '很', 'systematic', '的', '有', 'numbering', '到', '完', '的']",19,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",highway,0,7,"they are very, and their highway is very systematic.",they are very them and they highway it's very very systematic have numbering toad,高速公路,4,2,4776766,0,16.185618935008886,34.64471130410952,高速公路是它们它们而且是是而且是是是是是是是是很是很很,它们 的 很 它们 的 而且 它们 的 高速公路 是 很 很 系统 的 有 编号 到 完 的,17.19413040080415,17.92021020397425,13.909669336320592,14.113352028687375
16199,UI17FAZ_0104,Interview,-1,17,"['而且', '它们', '的', '那个', '路牌', '也', '做到', '很', '漂亮', '的', 'i', 'mean', '就是', '应该', '在', '哪', '一个', '地方', '出现', '就', '出现', '那', '一种', '所以', '不', '大', '会', '迷路']",28,"['man > eng', 'eng > man']",i,2,1,"and their road signs are also very beautiful. i mean is that there should be that place in which place appears, so it is not much lost.","and their street signs are also very beautiful i mean that is, there should be that place appear in which one appears, so it is not much lost.",我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我的意思是就的很做到做到很漂亮应该在一一地方地方出现就出现那一一一所以所以不,而且 它们 的 那个 路牌 也 做到 很漂亮 的 我 是 说 就是 应该 在 哪 一个 地方 出现 就 出现 那 一种 所以 不 大会 迷路,16.545078801912677,14.940252017344497,8.264815918135724,11.685794275221154
16200,UI17FAZ_0104,Interview,-1,17,"['不过', '不过', '我', '听说', 'australia', '要']",6,"['man > eng', 'eng > man']",australia,0,9,but i heard that australia wants,but i heard australia want,澳大利亚,4,0,6726915,543611,15.691708111408488,15.592496180254516,澳大利亚听说要要要,不过 不过 我 听说 澳大利亚 要,18.00857083375578,18.104142705045685,12.293285896103109,13.793050725199906
16201,UI17FAZ_0104,Interview,-1,17,"['因为', '之前', '本来', 'plan', '明年', '要', '去', 'australia', '哪里', '知道', '今年', '九月', '要', '去', '美国', '了', '可能', '要', '推', '到', '后', '年', '才', '去', '.']",25,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",plan,0,4,"because plan had to go to australia next year, where can i know that i will go to the united states in september this year and may not be pushed to the next year.",because of the original plan i'm going next year australia where can i know that i am going to the united states in september this year and may push it to the next year before going .,计划,2,0,41901916,18461416,13.05270883132444,10.506701427226766,澳大利亚计划明年去明年去哪里哪里哪里九月要美国了可能要推到后年才才才。,因为 之前 本来 计划 明年 要 去 澳大利亚 哪里 知道 今年 九月 要 去 美国 了 可能 要 推到 后 年 才 去 。,16.733357049317846,14.761552217408125,17.76500706583864,12.480696455889893
16206,UI17FAZ_0104,Interview,-1,17,"['因为', '去', '美国', '我', '我', '我', '的', 'husband', '上次', '去', '美国', '好像', '是', '也', '不', '需要', '拿', 'international', 'license', '的']",20,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",husband,0,7,"because i went to the united states, my husband did not need to take the internetal license last time to the united states","because i go to the united states, i am husband i didn't need to take it to the united states last time international license of",丈夫,2,0,30372783,1219453,13.516945939240856,14.426908579745636,丈夫丈夫上上上上次去美国好像是不需要需要需要需要需要需要拿拿需要需要需要,因为 去 美国 我 我 我 的 丈夫 上次 去 美国 好像 是 也 不 需要 拿 国际 许可证 的,9.165031192039821,14.604955530436708,12.477089838557275,11.898957085985122
16215,UI17FAZ_0104,Interview,-1,17,"['那边', '可以', '坐', 'helicopter', '的', '你', '坐', 'helicopter', '上去', '它', '的', '那个', 'mount', 'cook', '和', 'mount', 'mount', 'mountain', 'tasmania', '算是']",20,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",helicopter,0,10,you can take the helicopter on the helicoper over there to go to the mount cook and mount mountain tasmania of the helicopter.,you can sit over there helicopter you sit in helicopter go to its one mount cook and mount mount mountain tasmania be regarded as,直升机,3,0,1224721,93992,18.14920000942886,18.124460955551555,那边可以坐直升机的的你坐直升机上去上去它的cook,那边 可以 坐 直升机 的 你 坐 直升机 上去 它 的 那个 库克山 和 塔斯马尼亚 山 山 算是,17.911768852492333,17.780244750009885,16.34654709124983,16.34654709124983
16224,UI17FAZ_0104,Interview,-1,17,"['它', '已经', 'booked', '到', '完', 'hotel', 'booked', '到', '完', '车', '也', '跟', '你', '拿', '了', '租到', '完']",17,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",booked,1,6,it has been rented by booked to hotel booked,"it's been booked end hotel booked after the car, i also took the rent with you",预订,2,1,547536,41285,19.31062741122925,19.311381219342096,预订到到到完酒店预订了到到完车跟你了租完完完,它 已经 预订 到 完 酒店 预订 到 完车 也 跟 你 拿 了 租 到 完,17.05248471560939,16.606690602288552,23.064688237082425,20.232142602820154
16231,UI17FAZ_0104,Interview,-1,17,"['我们', '讲去', 'australia', '看', '有没有']",5,"['man > eng', 'eng > man']",australia,0,9,let's talk about australia to see if there is any,let's talk australia see if there is any,澳大利亚,4,0,6726915,543611,15.691708111408488,15.592496180254516,澳大利亚去讲看看有没有,我们 讲去 澳大利亚 看 有没有,18.43712447245696,17.950667633905034,12.293285896103109,13.577877815745719
16238,UI17FAZ_0104,Interview,-1,17,"['很', '小', '间', '罢了', '它', '的', 'hotel']",7,['man > eng'],hotel,0,5,it is very small to have a hotel,it is very small hotel,酒店,2,0,10460586,259916,15.054761371844174,16.657025383203266,很很间罢了的的酒店,很小 间 罢了 它 的 酒店,13.442710222528799,14.956165713883054,12.100239353110538,12.141325624173724
16240,UI17FAZ_0104,Interview,-1,17,"['我', '跟', '我', '老公', '讲', 'this', 'is', 'the', 'worst', 'trip', 'i', 'have', 'ever', 'been']",14,['man > eng'],this,2,4,i told my husband this is the worst trip i have ever ben,i told my husband this is the worst trip i have ever been,这,1,2,1024399171,156162569,8.44109086487414,7.426237853306906,这是我有史以来最糟糕的旅行,我 跟 我 老公 讲 这 是 我 去过 的 最 糟糕 的 旅行,9.468178391038101,9.468178391038101,6.852898480929796,11.673285222787046
16241,UI17FAZ_0104,Interview,-1,17,"['它', '那个', 'hotel', '很', '奇怪', '的', '它', '是', '在']",9,"['man > eng', 'eng > man']",hotel,0,5,its hotel is very strange,it hotel it's strange that it is in,酒店,2,0,10460586,259916,15.054761371844174,16.657025383203266,它酒店很很很的它在在,它 那个 酒店 很 奇怪 的 它 是 在,14.761346257866244,15.490150706459772,20.486453472509872,13.126778251064536
16243,UI17FAZ_0104,Interview,-1,17,"['它', '的', 'counter', 'service', 'customer', 'service', 'counter', '是', '在', '另', '一个', 'building', 'hotel', '又', '在', '另', '一个', 'building']",18,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",counter,0,7,its courter service customer service counter is in another building hotel and in another building,its counter service customer service counter it's another building hotel another one building,柜台,2,0,8310068,134819,15.386792857682652,17.60404700025858,它柜台服务客户服务柜台是是另另一个一个个个又又另另一一个一,它 的 柜台 服务 客户服务 柜台 是 在 另 一个 建筑 酒店 又 在 另 一个 建筑,14.23198372823356,14.31238435391412,25.665390197939125,23.012849549161707
16247,UI17FAZ_0104,Interview,-1,17,"['那个', 'salt']",2,['man > eng'],salt,0,4,that salt,that salt,盐,1,0,14427944,69409,14.590859316554758,18.561876180870048,那个盐,那个 盐,16.08396960349598,16.08396960349598,19.075876433290233,19.075876433290233
16253,UI17FAZ_0104,Interview,-1,17,"['不过', 'summer', '很', '很多', '的', '戏', '的']",7,"['man > eng', 'eng > man']",summer,0,6,but summer is very many plays,but summer a lot of play,夏天,2,0,25436110,435852,13.772846992209471,15.911232499977148,不过夏天很很很多的的的,不过 夏天 很 很多 的 戏 的,16.388394083846745,16.388394083846745,21.17221337342828,21.17221337342828
16264,UI17FAZ_0104,Interview,-1,17,"['问题', '是', '它', '的', 'semester', 'break', '又', '两个', '星期']",9,"['man > eng', 'eng > man']",semester,0,8,the problem is that its semester break is two weeks again,the problem is its semester break another two weeks,学期,2,0,1570284,136574,17.79062763297379,17.585387970065852,问题问题它它学期休息时间又又又个个个,问题 是 它 的 学期 休息 又 两个 星期,17.611862858736234,17.341249626920852,18.225743543923087,19.96127225377023
16275,NI31FBP_0101,Interview,-1,31,"['她', '是', '个', '很', 'blur', '的', '人', 'super', 'blur', '的', 'then']",11,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",blur,0,4,she is a very blur person super blur's then,she is a very blur person super blur of then,模糊,2,2,797874,902890,18.767420300455942,14.860520596253595,她她是个个个的的的超级模糊的,她 是 个 很 模糊 的 人 超级 模糊 的 然后,17.5807945262288,17.5807945262288,15.866076699317698,10.664000419357892
16279,NI31FBP_0101,Interview,-1,31,"['她', '她', '是', 'art', 'club', 'all', 'the', 'way', 'but', 'if', 'cause', 'you', 'come', 'in', 'by', 'art', 'niche', 'then', '你', '要', 'stick', 'with', 'art', 'club', 'as', 'your', 'c.c.a.']",27,"['man > eng', 'eng > man', 'man > eng']",art,0,3,she is art club all the way but if cause you come in by art niche then you want stick with art club as your c.c.a.,she is art club all the way but if cause you come in by art niche then you want stick with art club as your c.c.a.,艺术,2,0,43646570,12960534,12.993856762203494,11.01708947852108,她她她她她艺术俱乐部一直以来，如果您是由艺术利基（Art Niche）进来的，那么你你坚持使用艺术俱乐部作为您的C.C.A.,她 她 是 一路 是 艺术 俱乐部 你 要 坚持 艺术 俱乐部 作为 您 的 C . C . A .,14.491791724534703,14.491791724534703,12.890126751127235,13.412197316398828
16287,NI31FBP_0101,Interview,-1,31,"['我', '觉得', '因为', '我', '是', '三', '姐妹', '她', '也', '是', '她', '也', '是', 'three', 'sisters']",15,['man > eng'],three,2,5,"i think because i am the third sister, she is also the three sisters","i think because i am the third sister, she is also her too three sisters",三,1,2,165264511,49571199,11.073019997609196,9.081712485579674,三姐妹,我 觉得 因为 我 是 三 姐妹 她 也 是 她 也 是 三 姐妹,11.67992309950625,11.402581966720295,11.670414080334634,11.926290906928285
16289,NI31FBP_0101,Interview,-1,31,"['搭', 'bus', '搭', '去', '到', '她', '家', '那边', 'then', 'after', 'that', '就']",12,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",bus,0,3,take a bus and go to the then after that that,take bus go to her house then after that at once,公共汽车,4,2,6865068,0,15.662379129423693,34.64471130410952,搭公共汽车搭搭去她家家家那边,搭 公共汽车 搭去 到 她家 那边 然后 在 那 之后 就,10.130260917267387,13.674550906199084,22.5154389849097,22.5154389849097
16292,NI31FBP_0101,Interview,-1,31,"['演戏', 'then', 'like', '有', '一点', '像', '舞台剧', '这样', 'then', 'after', 'that', '就', '会']",13,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",then,2,4,"acting then like is a bit like a stage play, so then that there will be",acting then like there is a bit like a stage show then after that will,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,演戏然后喜欢有有点像这样这样这样这样这样,演戏 然后 喜欢 有 一点 像 舞台剧 这样 然后 在 那 之后 就 会,12.89990982936668,12.89990982936668,16.707574236602184,16.707574236602184
16293,NI31FBP_0101,Interview,-1,31,"['就', '会', '表演', 'in', 'front', 'of', 'the', 'public', '那个', '是', 'public', 'but', 'most', 'of', 'the', 'people', 'who', 'come', 'are', 'from', 'hall', 'six']",22,"['man > eng', 'eng > man', 'man > eng']",in,2,2,it will perform in front of the public.,will perform in front of the public that is public but most of the people who come are from hall six,在,1,2,5457466530,294054706,6.027637478050382,6.513201965687331,就就会在公众面前公开，但大多数来的人来自第六厅,就 会 表演 在 公众 面前 那个 是 公众 ， 但 大多数 来 的 人 来自 六厅,3.631068716554437,3.631068716554437,4.163486423455986,8.221016296204635
16302,NI31FBP_0101,Interview,-1,31,"['就', '会', 'like']",3,['man > eng'],like,2,4,will like,will like,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢,就 会 喜欢,12.74652910098392,12.74652910098392,12.117094816263997,14.539338481356824
