,sent_type,university,sent_id,aligned_to,sentence,eng_translation,cs_word_id,preceding_zh,first_cs_word_zh,,preceding_zh first_cs_word_zh,zh_deprel + word and governor ,zh_deprel,preceding_eng,first_cs_word_eng,,preceding_eng first_cs_word_eng,eng_deprel + word and governor ,eng_deprel,word_freq_zh,non_log_word_freq_zh,neg_base_e_word_freq_zh,base_e_word_freq_zh,word_freq_eng,non_log_word_freq_eng,neg_base_e_word_freq_eng,base_e_word_freq_eng,cs_word_length_zh,cs_word_length_eng,cs_word_dep_dist,cs_word_pos_zh,cs_word_pos_eng,sentence_length_zh,dep_prob_eng,dep_prob_zh,gt_ngram_surp_eng,ngram_surp_eng,base_2_ngram_prob_eng,raw_ngram_prob_eng,base_10_ngram_prob_eng,base_10_ngram_surp_eng,ngram_surp_zh,base_2_ngram_prob_zh,raw_ngram_prob_zh,base_10_ngram_prob_zh,base_10_ngram_surp_zh,retrained_ngram_surp_zh,dep_surp_eng,dep_surp_zh,llm_surp_zh,llm_surp_eng
1323,non-code-switch,PSU,6872,PSU_248,房子 家具 齐全 ， 拎包 入住 ， 有 床 有 书桌 有 椅子 。,"The room is fully furnished with bed, desk and chair, ready for move-in.",13,有,椅子,7.2971773,有 椅子,dobj 有 椅子,dobj,and,chair,7.810646,and chair,conj bag chair,conj,56.31139986259470,0.00000000000000,-39.03208804814120,39.03208804814120,14.42210484,0.00004555,-9.99664131,9.99664131,2,5,1,NN,NN,14,-4.9138827,-2.4776647,4.18593667790685,25.946404,-25.946404,0.000000,-7.810646,7.810646,17.8568066,-17.8568066,0.0000042,-5.3754344,5.3754344,7.2971773,4.9138827,2.4776647,35.0495223999023,4.48880767822266
1325,non-code-switch,PSU,6007,PSU_252,我们 换 微波炉 修 窗帘 从来 没有 收 过 一 分 钱 。,We never charged a dime for changing the microwave and fixing the curtains.,12,分,钱,7.2160783,分 钱,dobj 收 钱,dobj,a,dime,4.6627035,a dime,obj charged dime,obj,52.26921172884020,0.00000000000000,-36.23025673993640,36.23025673993640,18.907060,0.000002,-13.105375,13.105375,1,4,4,NN,NNP,13,-5.3567095,-4.2280474,8.42568958752931,15.4891658,-15.4891658,0.0000217,-4.6627035,4.6627035,17.4398880,-17.4398880,0.0000056,-5.2499294,5.2499294,7.2160783,5.3567095,4.2280474,26.710765838623,4.14188146591187
1327,non-code-switch,PSU,7704,PSU_253,对 吉他 的 保养 很 好 ， 非常 适合 各 种 层次 的 需求 。,"The maintenance of the guitar is very good, very suitable for all levels of command.",4,的,保养,7.21781,的 保养,nsubj 保养 好,nsubj,The,maintenance,4.2423406,The maintenance,nsubj maintenance good,nsubj,57.0908611778156,0.0000000000000,-39.5723694611421,39.5723694611421,15.0485369,0.0000295,-10.4308509,10.4308509,2,11,2,NN,NN,15,-4.589394,-6.0022726,13.0074050971676,14.0927504,-14.0927504,0.0000572,-4.2423406,4.2423406,18.189646,-18.189646,0.000003,-5.475629,5.475629,7.21781,4.589394,6.0022726,28.954610824585,13.9777374267578
1329,non-code-switch,PSU,7180,PSU_254,非常 方便 ， 而且 也 不用 自己 装 网络 。,"Very convenient, and they also do not have to install their own network.",9,装,网络,6.8726544,装 网络,dobj 装 网络,dobj,own,network,7.3116317,own network,obj install network,obj,51.6920143855617,0.0000000000000,-35.8301740288162,35.8301740288162,14.32383628,0.00004876,-9.92852673,9.92852673,2,7,1,NN,NN,10,-6.00787,-4.405432,14.7674486397766,24.2887148,-24.2887148,0.0000000,-7.3116317,7.3116317,15.643418,-15.643418,0.000020,-4.709138,4.709138,6.8726544,6.00787,4.405432,16.3511524200439,7.82789087295532
1331,non-code-switch,PSU,1199,PSU_255,另外 多 研究 一下 保险 的 细则 和 名词 ， 还是 有 必要 的 。,"In addition, it is necessary to study the detailed rules and terms of insurance.",1,<s>,另外,5.77362,<s> 另外,advmod 另外 有,advmod,<s>,In addition,3.537955,<s> In addition,obl addition necessary,obl,51.85075236687740,0.00000000000000,-35.94020281301300,35.94020281301300,6.02763747,0.01532852,-4.17803992,4.17803992,2,11,11,AD,IN,15,-2.6154768,-2.207862,14.8740436650637,11.752832,-11.752832,0.000290,-3.537955,3.537955,9.4072958,-9.4072958,0.0014727,-2.8318782,2.8318782,5.77362,2.6154768,2.207862,17.892156124115,0.0
1333,non-code-switch,PSU,2532,PSU_256,楼 主 没 留 联系 方式 么 ？,The owner of the building did not leave contact information?,1,<s>,楼,7.3514414,<s> 楼,compound:nn 楼 主,compound:nn,the,building,1.8525,the building,nmod owner building,nmod,53.095279585758900,0.000000000000000,-36.802843345910800,36.802843345910800,13.15367605,0.00010974,-9.11743347,9.11743347,1,8,1,NN,NN,8,-4.0309935,-3.9814532,13.136155057498,6.1539,-6.1539,0.0140,-1.8525,1.8525,17.7637723,-17.7637723,0.0000045,-5.3474283,5.3474283,7.3514414,4.0309935,3.9814532,12.4566745758057,4.96032094955444
1335,non-code-switch,PSU,7942,PSU_259,英语 专业 ， 或 医学 专业 本科 或 以上 学历 。,Professional degree or above in English or Medicine.,6,英语,专业,7.3024087,英语 专业,amod 专业 本科,amod,<s>,professional,5.6178727,<s> professional,amod professional degree,amod,50.72963353175090,0.00000000000000,-35.16310245337240,35.16310245337240,14.05402563,0.00005879,-9.74150824,9.74150824,2,12,1,JJ,NNP,11,-2.8867495,-2.9322474,11.0486836790596,18.6621692,-18.6621692,0.0000024,-5.6178727,5.6178727,17.374993,-17.374993,0.000006,-5.230394,5.230394,7.3024087,2.8867495,2.9322474,20.6552963256836,0.0
1337,non-code-switch,PSU,4442,PSU_262,各位 参加 活动 的 老师 ， 请 发 邮件 到 ernest .,"To all participating teachers, please email Ernest.",5,的,老师,7.21781,的 老师,nsubj 老师 发,nsubj,the,teachers,4.6113076,the teachers,obl send teachers,obl,53.33410317880870,0.00000000000000,-36.96838324608450,36.96838324608450,13.99966798,0.00006105,-9.70383039,9.70383039,2,8,3,NN,NNS,12,-5.2850466,-4.2673473,19.9923552027613,15.3184323,-15.3184323,0.0000245,-4.6113076,4.6113076,13.9469935,-13.9469935,0.0000633,-4.1984634,4.1984634,7.21781,5.2850466,4.2673473,32.3860130310059,10.8493585586548
1339,non-code-switch,PSU,8249,PSU_263,以前 的 论坛 能 下载 新生 手册 。,You can download the freshman handbook from the previous forum.,3,的,论坛,7.21781,的 论坛,nsubj 论坛 下载,nsubj,previous,forums,5.5367746,previous forums,nsubj forums download,nsubj,54.447833855008800,0.000000000000000,-37.740362524195700,37.740362524195700,19.4686224,0.0000014,-13.4946207,13.4946207,2,6,2,NN,NNS,8,-5.6765385,-4.4907384,19.1214433209678,18.3927671,-18.3927671,0.0000029,-5.5367746,5.5367746,16.7201859,-16.7201859,0.0000093,-5.0332775,5.0332775,7.21781,5.6765385,4.4907384,19.2953100204468,10.8431406021118
1341,non-code-switch,PSU,6175,PSU_265,我 想 看看 ，,I'd like to see it.,3,想,看看,7.2278123,想 看看,ccomp 想 看看,ccomp,to,see it,1.5708296,to see it,xcomp like see,xcomp,64.93630875011790,0.00000000000000,-45.01041932611430,45.01041932611430,10.44361052,0.00071806,-7.23895919,7.23895919,2,6,1,VV,VB,4,-3.6147242,-4.057671,5.35911378678942,5.2181830,-5.2181830,0.0268640,-1.5708296,1.5708296,9.3187252,-9.3187252,0.0015660,-2.8052158,2.8052158,7.2278123,3.6147242,4.057671,21.8819861412048,0.0
1343,non-code-switch,PSU,1284,PSU_266,更 强调 我 不 要 人云亦云 ， 要 根据 我 的 情况 选择 。,"I don't want to repeat what others say, regarding my situation to choose.",12,的,情况,7.21781,的 情况,nmod:prep 情况 选择,nmod:prep,my,situation,7.4770403,my situation,obl choose situation,obl,49.114997700249000,0.000000000000002,-34.043922179135800,34.043922179135800,13.03304439,0.00011931,-9.03381797,9.03381797,2,9,1,NN,NN,14,-5.6350245,-3.821945,17.0565992557477,24.8381902,-24.8381902,0.0000000,-7.4770403,7.4770403,11.0345027,-11.0345027,0.0004767,-3.3217163,3.3217163,7.21781,5.6350245,3.821945,32.907169342041,6.98492813110352
1345,non-code-switch,PSU,2900,PSU_268,服务 态度 的确 是 差 ， 早 就 不去 那 了,The service is really bad. I didn't go there long ago,5,是,差,6.914836,是 差,ccomp 是 差,ccomp,really,poor,7.4894567,really poor,root there poor,root,52.96154377330200,0.00000000000000,-36.71014474456640,36.71014474456640,12.99753351,0.00012228,-9.00920371,9.00920371,1,4,1,VV,JJ,11,-4.0263247,-1.8965694,24.11137795086,24.8794366,-24.8794366,0.0000000,-7.4894567,7.4894567,16.3305600,-16.3305600,0.0000121,-4.9159884,4.9159884,6.914836,4.0263247,1.8965694,17.8765830993652,6.52250671386719
1347,non-code-switch,PSU,3084,PSU_269,还没有 找到 住处 的 来 联系 我 呀 ！,"If you haven't found accommodation, contact me!",6,来,联系,7.1807833,来 联系,dep 来 呀,dep,to,contact,4.3369727,to contact,acl place contact,acl,50.554944937898000,0.000000000000001,-35.042017547067300,35.042017547067300,13.89705506,0.00006555,-9.63270453,9.63270453,2,7,3,VV,NN,9,-3.6726332,-4.054765,4.94264964100396,14.4071115,-14.4071115,0.0000460,-4.3369727,4.3369727,12.7745924,-12.7745924,0.0001427,-3.8455355,3.8455355,7.1807833,3.6726332,4.054765,32.091420173645,5.22803020477295
1349,non-code-switch,PSU,6042,PSU_270,诚心 诚意 希望 此 车 能 带给 你 生活 方便 与 乐趣 ！,Sincerely hope this car can bring your life convenience and fun!,9,你,生活,6.946013,你 生活,compound:nn 生活 方便,compound:nn,your,life,2.0942981,your life,obj bring life,obj,49.030553498412900,0.000000000000002,-33.985389918718500,33.985389918718500,10.72309821,0.00059160,-7.43268529,7.43268529,2,4,1,NN,NN,13,-5.185613,-3.610664,6.63605597041512,6.9571077,-6.9571077,0.0080483,-2.0942981,2.0942981,11.4446416,-11.4446416,0.0003588,-3.4451804,3.4451804,6.946013,5.185613,3.610664,35.3834447860718,4.22522592544556
1351,non-code-switch,PSU,2317,PSU_274,三 房 一 厅 户型 。,Three rooms and one living room.,4,一,厅,7.2162104,一 厅,dep 厅 户型,dep,one,living room,4.023877,one living room,compound living room,compound,52.93169750726440,0.00000000000000,-36.68945688941220,36.68945688941220,12.78389436,0.00014180,-8.86112033,8.86112033,1,11,1,NN,NN,6,-3.344462,-4.6313148,13.2160537398434,13.367030,-13.367030,0.000095,-4.023877,4.023877,17.4467484,-17.4467484,0.0000056,-5.2519946,5.2519946,7.2162104,3.344462,4.6313148,26.8887023925781,7.36192512512207
1353,non-code-switch,PSU,7549,PSU_276,帮 朋友 发 的 ， 不 是 我 的 店 。,It's for a friend. It's not my store.,8,是,我,6.6131973,是 我,nmod:assmod 我 店,nmod:assmod,not,my,3.2559,not my,nmod:poss my store,nmod:poss,47.36766222858240,0.00000000000001,-32.83276152345770,32.83276152345770,9.6838042,0.0012159,-6.7123016,6.7123016,1,2,2,PN,PRP$,11,-2.0745215,-4.396462,8.61379808440883,10.8159,-10.8159,0.0006,-3.2559,3.2559,10.461602,-10.461602,0.000709,-3.149256,3.149256,6.6131973,2.0745215,4.396462,39.0700874328613,6.11652851104736
1355,non-code-switch,PSU,2494,PSU_281,还 有 一 个 好处 就是 邻居 特别 好 ， 一 对 美国 老 夫妇 。,"Another good thing was the nice neighbors, an elderly American couple.",11,有,一,5.7105103,有 一,nummod 一 夫妇,nummod,", ",an,3.169183,",  an",det an couple,det,46.076754676539700,0.000000000000013,-31.937972593395800,31.937972593395800,8.58984471,0.00259537,-5.95402664,5.95402664,1,2,4,CD,DT,16,-1.4765079,-0.8550439,17.3429444746349,10.527798,-10.527798,0.000677,-3.169183,3.169183,8.2888660,-8.2888660,0.0031974,-2.4951973,2.4951973,5.7105103,1.4765079,0.8550439,11.1622629165649,10.332839012146
1357,non-code-switch,PSU,2691,PSU_286,能 根据 对手 情况 变化 战术 ， 双打 中 与 同伴 配合 默契 。,"Can change tactics according to opponent's situation, cooperates well with partner in doubles.",3,根据,对手,7.1778545,根据 对手,compound:nn 对手 情况,compound:nn,the,opponent,8.64982,the opponent,nmod:poss opponent situation,nmod:poss,54.719842060183600,0.000000000000000,-37.928904244701800,37.928904244701800,16.7520847,0.0000091,-11.6116603,11.6116603,2,8,1,NN,NN,14,-3.7071648,-4.561287,29.0500137061469,28.73408,-28.73408,0.00000,-8.64982,8.64982,9.3496042,-9.3496042,0.0015328,-2.8145113,2.8145113,7.1778545,3.7071648,4.561287,24.8884310722351,11.3571071624756
1359,non-code-switch,PSU,461,PSU_290,对象 ： 限定 是 女生 。,For: Girls only.,1,<s>,对象,7.0570436,<s> 对象,nmod:topic 对象 女生,nmod:topic,<s>,object,8.248479,<s> object,root Object,root,51.359976366901200,0.000000000000000,-35.600022812343000,35.600022812343000,13.17963762,0.00010778,-9.13542866,9.13542866,2,6,4,NN,NNP,6,-4.4080386,-4.259042,27.4008541301884,27.400854,-27.400854,0.000000,-8.248479,8.248479,17.592476,-17.592476,0.000005,-5.295863,5.295863,7.0570436,4.4080386,4.259042,16.4863567352295,4.38520526885986
1361,non-code-switch,PSU,7142,PSU_291,你 会 跟 另 一 个 男生 共用 一 个 卫生间 。,You share a bathroom with another guy.,8,男生,共用,7.1670523,男生 共用,amod 共用 卫生间,amod,you,share,4.972888,you share,root share,root,57.7909257112167,0.0000000000000,-40.0576172186791,40.0576172186791,13.68798673,0.00007577,-9.48778941,9.48778941,2,5,3,JJ,NN,12,-3.4568233,-4.3622756,12.8607848246507,16.519576,-16.519576,0.000011,-4.972888,4.972888,12.7977057,-12.7977057,0.0001404,-3.8524933,3.8524933,7.1670523,3.4568233,4.3622756,31.9606475830078,11.9379568099976
1363,non-code-switch,PSU,7018,PSU_301,你 的 联系 方式 是 多少,What's your contact information,3,的,联系,7.21781,的 联系,compound:nn 联系 方式,compound:nn,your,contact,4.0757694,your contact,compound contact information,compound,50.554944937898000,0.000000000000001,-35.042017547067300,35.042017547067300,13.89705506,0.00006555,-9.63270453,9.63270453,2,7,1,NN,NN,6,-3.9514031,-4.087779,14.0639054611878,13.5394129,-13.5394129,0.0000840,-4.0757694,4.0757694,13.3747715,-13.3747715,0.0000941,-4.0262074,4.0262074,7.21781,3.9514031,4.087779,24.1916093826294,12.7936706542969
1365,non-code-switch,PSU,7458,PSU_302,我 有 办公 转移 需要 吗 ？,Do I need an office transfer?,3,有,办公,7.2971773,有 办公,compound:nn 办公 需要,compound:nn,an,office,3.0705843,an office,compound office transfer,compound,53.12288945405910,0.00000000000000,-36.82198104827870,36.82198104827870,12.94855265,0.00012650,-8.97525276,8.97525276,2,6,2,NN,NN,7,-3.2642672,-4.7244697,13.6902104752384,10.2002603,-10.2002603,0.0008500,-3.0705843,3.0705843,17.938704,-17.938704,0.000004,-5.400088,5.400088,7.2971773,3.2642672,4.7244697,25.2774286270142,8.85213661193848
1367,non-code-switch,PSU,6656,PSU_304,房屋 地理 位置 优越 。,The location of the house is excellent.,2,房屋,地理,7.1912155,房屋 地理,compound:nn 地理 位置,compound:nn,the,location,3.6570647,the location,nsubj location excellent,nsubj,52.93701574950180,0.00000000000000,-36.69314321402460,36.69314321402460,14.4404983,0.0000450,-10.0093907,10.0093907,2,8,1,NN,NN,5,-3.7196205,-4.600601,5.64147701046922,12.1485060,-12.1485060,0.0002203,-3.6570647,3.6570647,17.661034,-17.661034,0.000005,-5.316501,5.316501,7.1912155,3.7196205,4.600601,20.5411748886108,12.0575141906738
1369,non-code-switch,PSU,2200,PSU_305,地下 一 层 是 地下室 ， 储藏 东西 用 的 。,The basement floor is for storing things.,1,<s>,地下,6.953135,<s> 地下,amod 地下 一,amod,the,basement,4.368077,the basement,compound basement floor,compound,54.207791238980400,0.000000000000000,-37.573977661681400,37.573977661681400,17.0131618,0.0000076,-11.7926251,11.7926251,2,8,1,JJ,NN,11,-4.419651,-6.0021124,27.9083816264534,14.510438,-14.510438,0.000043,-4.368077,4.368077,14.5466477,-14.5466477,0.0000418,-4.3789773,4.3789773,6.953135,4.419651,6.0021124,15.7063202857971,15.0657243728638
1371,non-code-switch,PSU,3249,PSU_306,还 包括 家具 ： 床 ， 桌子 ， 两 把 椅子 ， 沙发 ， 电视 ， 小 柜子 .,"Also includes furniture: bed, table, two chairs, sofa, TV, small cabinet.",13,，,沙发,7.239988,， 沙发,dobj 包括 沙发,dobj,a,sofa,6.7056246,a sofa,conj bed sofa,conj,57.89490298423350,0.00000000000000,-40.12968877231300,40.12968877231300,17.3062910,0.0000062,-11.9958068,11.9958068,2,4,11,NN,NNP,19,-4.5178213,-2.9936085,22.2756027525078,22.2756028,-22.2756028,0.0000002,-6.7056246,6.7056246,21.1009228,-21.1009228,0.0000004,-6.3520107,6.3520107,7.239988,4.5178213,2.9936085,37.8351755142212,6.11836671829224
1373,non-code-switch,PSU,4122,PSU_309,骗子 死 全家,The cheater killed his whole family,3,死,全家,7.1670523,死 全家,dobj 死 全家,dobj,his,whole family,3.709745,his whole family,amod whole family,amod,67.39655476055820,0.00000000000000,-46.71573191173490,46.71573191173490,11.95729071,0.00025148,-8.28816234,8.28816234,2,12,1,NN,JJ,3,-3.0219364,-3.6016831,24.1655795262346,12.323506,-12.323506,0.000195,-3.709745,3.709745,12.4134314,-12.4134314,0.0001833,-3.7368152,3.7368152,7.1670523,3.0219364,3.6016831,20.9565658569336,10.2810516357422
1375,non-code-switch,PSU,7391,PSU_315,需要 的 送 。,Send what you need.,3,的,送,7.2105746,的 送,root  送,root,<s>,send,6.153658,<s> send,root Send,root,53.22736015121090,0.00000000000000,-36.89439461746060,36.89439461746060,14.11645650,0.00005630,-9.78478202,9.78478202,1,4,0,VV,VB,4,-4.14234,-4.2005157,20.4420093965284,20.442009,-20.442009,0.000001,-6.153658,6.153658,14.5608327,-14.5608327,0.0000414,-4.3832474,4.3832474,7.2105746,4.14234,4.2005157,24.0457725524902,0.0
1377,non-code-switch,PSU,6486,PSU_319,自己 顶 ~ ~,His top,2,自己,顶,6.8726544,自己 顶,root ~ 顶,root,<s>,Top,5.535888,<s> Top,root top,root,56.22422820076860,0.00000000000000,-38.97166525652170,38.97166525652170,13.09147176,0.00011457,-9.07431674,9.07431674,1,3,0,VV,JJ,4,-4.3413787,-7.717908,16.7145991179444,18.389822,-18.389822,0.000003,-5.535888,5.535888,18.817709,-18.817709,0.000002,-5.664695,5.664695,6.8726544,4.3413787,7.717908,9.42762756347656,10.9101333618164
1379,non-code-switch,PSU,6697,PSU_320,车况 好 ， 按时 保养 ， 更换 机油 。,"Good condition, on time maintenance and oil change.",8,更换,机油,7.1807833,更换 机油,dobj 更换 机油,dobj,change,the oil,1.598579,change the oil,obj change oil,obj,62.45222009520250,0.00000000000000,-43.28858027869880,43.28858027869880,4.39029524,0.04768584,-3.04312077,3.04312077,2,7,1,NN,DT,9,-3.2592201,-4.4291987,11.5243033915875,5.310364,-5.310364,0.025201,-1.598579,1.598579,9.471259,-9.471259,0.001409,-2.851133,2.851133,7.1807833,3.2592201,4.4291987,21.5959544181824,11.7786159515381
1381,non-code-switch,PSU,6823,PSU_322,房间 还 在 ， 欢迎 联系 。,"The room is still available, please contact me.",5,，,欢迎,7.239988,， 欢迎,ccomp 在 欢迎,ccomp,", ",please,5.131052,",  please",discourse please contact,discourse,52.67792217533720,0.00000000000000,-36.51355323359120,36.51355323359120,14.6774763,0.0000382,-10.1736513,10.1736513,2,6,2,VV,UH,7,-1.788097,-2.361896,15.7701311111171,17.044986,-17.044986,0.000007,-5.131052,5.131052,17.203409,-17.203409,0.000007,-5.178742,5.178742,7.239988,1.788097,2.361896,38.9722871780396,5.90920257568359
1383,non-code-switch,PSU,6506,PSU_325,工科 研究生 一 枚 ， 生活 作息 规律 ， 很 安静 ， 注重 个人 卫生 。,"Engineering graduate, regular life, very quiet, pays attention to personal hygiene.",6,，,生活,6.94559,， 生活,compound:nn 生活 作息,compound:nn,regular,life,3.401052,regular life,conj engineering life,conj,49.030553498412900,0.000000000000002,-33.985389918718500,33.985389918718500,10.72309821,0.00059160,-7.43268529,7.43268529,2,4,1,NN,NN,16,-3.8094068,-3.610664,9.02686024363232,11.298050,-11.298050,0.000397,-3.401052,3.401052,10.7190511,-10.7190511,0.0005933,-3.2267559,3.2267559,6.94559,3.8094068,3.610664,21.8223690986633,9.80263710021973
1385,non-code-switch,PSU,5694,PSU_326,支持 一下 ！,Support!,2,支持,一下,7.339148,支持 一下,advmod 支持 一下,advmod,<s>,support,8.248479,<s> support,root  Support,root,52.29112761145080,0.00000000000000,-36.24544767217740,36.24544767217740,12.56250141,0.00016531,-8.70766243,8.70766243,2,7,1,AD,NN,3,-3.705969,-4.798507,17.0810984754475,27.400854,-27.400854,0.000000,-8.248479,8.248479,17.700356,-17.700356,0.000005,-5.328338,5.328338,7.339148,3.705969,4.798507,21.613790512085,0.0
1387,non-code-switch,PSU,5058,PSU_327,感激 不尽 ！,Thank you so much!,2,感激,不尽,7.1670523,感激 不尽,advmod 感激 不尽,advmod,thank ,you,0.77709264,thank  you,obj Thank you,obj,59.94621439292350,0.00000000000000,-41.55154949169690,41.55154949169690,8.54985987,0.00266831,-5.92631126,5.92631126,2,3,1,AD,PRP,3,-5.9427967,-5.6982193,22.2426538765059,2.58144587,-2.58144587,0.16707342,-0.77709264,0.77709264,20.296575,-20.296575,0.000001,-6.109878,6.109878,7.1670523,5.9427967,5.6982193,20.740243434906,6.72716856002808
1389,non-code-switch,PSU,8219,PSU_329,车况 非常 好 ， 本人 特别 注意 维护 。,The car is in good condition and I pay special attention to its maintenance.,8,注意,维护,7.197001,注意 维护,advmod:rcomp 注意 维护,advmod:rcomp,its,maintenance,7.889584,its maintenance,obl pay maintenance,obl,51.940620146878500,0.000000000000000,-36.002494411343900,36.002494411343900,15.0485369,0.0000295,-10.4308509,10.4308509,2,11,1,VV,NN,9,-4.1711497,-3.89331,14.92685966423,26.208631,-26.208631,0.000000,-7.889584,7.889584,17.6190658,-17.6190658,0.0000050,-5.3038673,5.3038673,7.197001,4.1711497,3.89331,21.4411678314209,7.44416856765747
